-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      name:  <unnamed>
       log:  /Users/echow/QSU/SEER-medicare/code/hcpcs.log
  log type:  text
 opened on:  13 Jul 2018, 12:14:18

.         tab hcpcs, sort

 HCPCS Code |      Freq.     Percent        Cum.
      86615 |          1        0.00       99.99
      86668 |          1        0.00       99.99
      86741 |          1        0.00       99.99
      86750 |          1        0.00       99.99
      86756 |          1        0.00       99.99
      86793 |          1        0.00       99.99
      86930 |          1        0.00       99.99
      87143 |          1        0.00       99.99
      87166 |          1        0.00       99.99
      87197 |          1        0.00       99.99
      87470 |          1        0.00       99.99
      87472 |          1        0.00       99.99
      87505 |          1        0.00       99.99
      87539 |          1        0.00       99.99
      87582 |          1        0.00       99.99
      87650 |          1        0.00       99.99
      87810 |          1        0.00       99.99
      88054 |          1        0.00       99.99
      88140 |          1        0.00       99.99
      88153 |          1        0.00       99.99
      88156 |          1        0.00       99.99
      88212 |          1        0.00       99.99
      88250 |          1        0.00       99.99
      88269 |          1        0.00       99.99
      88273 |          1        0.00       99.99
      88343 |          1        0.00       99.99
      88355 |          1        0.00       99.99
      88561 |          1        0.00       99.99
      89300 |          1        0.00       99.99
      89355 |          1        0.00       99.99
      90030 |          1        0.00       99.99
      90081 |          1        0.00       99.99
      90371 |          1        0.00       99.99
      90470 |          1        0.00       99.99
      90505 |          1        0.00       99.99
      90583 |          1        0.00       99.99
      90585 |          1        0.00       99.99
      90634 |          1        0.00       99.99
      90700 |          1        0.00       99.99
      90704 |          1        0.00       99.99
      90719 |          1        0.00       99.99
      90728 |          1        0.00       99.99
      90735 |          1        0.00       99.99
      90809 |          1        0.00       99.99
      90811 |          1        0.00       99.99
      90813 |          1        0.00       99.99
      90826 |          1        0.00       99.99
      90828 |          1        0.00       99.99
      90841 |          1        0.00       99.99
      90875 |          1        0.00       99.99
      91000 |          1        0.00       99.99
      91030 |          1        0.00       99.99
      91060 |          1        0.00       99.99
       9212 |          1        0.00       99.99
      92280 |          1        0.00       99.99
      92283 |          1        0.00       99.99
      92311 |          1        0.00       99.99
      92551 |          1        0.00       99.99
      92564 |          1        0.00       99.99
